,loss,accuracy,val_loss,val_accuracy,lr
0,0.2934294641017914,0.8226562738418579,0.14892731606960297,0.9801483154296875,0.0010000000474974513
1,0.27190473675727844,0.8296718597412109,0.12675143778324127,0.984344482421875,0.0010000000474974513
2,0.2659938931465149,0.8321171998977661,0.130473792552948,0.983489990234375,0.0010000000474974513
3,0.2622527480125427,0.8355312347412109,0.12507031857967377,0.9852981567382812,0.0010000000474974513
4,0.25720617175102234,0.8371328115463257,0.12416396290063858,0.9752578735351562,0.0010000000474974513
5,0.2553454339504242,0.8388203382492065,0.13242751359939575,0.98101806640625,0.0010000000474974513
6,0.25794732570648193,0.8369374871253967,0.14282044768333435,0.9753875732421875,0.0010000000474974513
7,0.25636371970176697,0.838308572769165,0.1434197872877121,0.9781570434570312,0.0010000000474974513
8,0.2572915852069855,0.8370000123977661,0.13188886642456055,0.9767379760742188,0.0010000000474974513
9,0.2526894211769104,0.8390781283378601,0.12495170533657074,0.975799560546875,0.0010000000474974513
10,0.2536759078502655,0.8386836051940918,0.13148166239261627,0.974365234375,0.0010000000474974513
11,0.2511860132217407,0.8393046855926514,0.11352289468050003,0.9794464111328125,0.0010000000474974513
12,0.2568092346191406,0.8378788828849792,0.13589972257614136,0.9737167358398438,0.0010000000474974513
13,0.2521146833896637,0.838265597820282,0.14257845282554626,0.9744491577148438,0.0010000000474974513
14,0.24901896715164185,0.8410546779632568,0.129994198679924,0.9761505126953125,0.0010000000474974513
15,0.2436513602733612,0.8432109355926514,0.119498111307621,0.9749603271484375,0.0010000000474974513
16,0.2521235942840576,0.8411640524864197,0.1251971423625946,0.9779052734375,0.0010000000474974513
17,0.25655195116996765,0.8375507593154907,0.13015064597129822,0.976837158203125,0.0010000000474974513
18,0.2505269944667816,0.8409296870231628,0.1164683848619461,0.980682373046875,0.0010000000474974513
19,0.24891570210456848,0.8403906226158142,0.10989197343587875,0.9806594848632812,0.0010000000474974513
