,loss,accuracy,val_loss,val_accuracy,lr
0,0.2915819585323334,0.8236874938011169,0.12190146744251251,0.9859619140625,0.0010000000474974513
1,0.2657046616077423,0.8325155973434448,0.11805013567209244,0.98602294921875,0.0010000000474974513
2,0.2636609673500061,0.834722638130188,0.1340070515871048,0.9795150756835938,0.0010000000474974513
3,0.26018622517585754,0.8358359336853027,0.13089334964752197,0.983856201171875,0.0010000000474974513
4,0.26485249400138855,0.8332734107971191,0.12984174489974976,0.980926513671875,0.0010000000474974513
5,0.258976548910141,0.837289035320282,0.13205944001674652,0.980377197265625,0.0010000000474974513
6,0.2555795907974243,0.8365547060966492,0.11446187645196915,0.9821090698242188,0.0010000000474974513
7,0.2565852999687195,0.8372226357460022,0.11654507368803024,0.9792938232421875,0.0010000000474974513
8,0.25411635637283325,0.8382968902587891,0.12178819626569748,0.9781494140625,0.0010000000474974513
9,0.2605383098125458,0.8357773423194885,0.12948258221149445,0.9811172485351562,0.0010000000474974513
10,0.25256696343421936,0.8392812609672546,0.12012895941734314,0.98193359375,0.0010000000474974513
11,0.25681570172309875,0.8359648585319519,0.12382908910512924,0.9808502197265625,0.0010000000474974513
12,0.24968639016151428,0.8400624990463257,0.12826554477214813,0.978515625,0.0010000000474974513
13,0.25421595573425293,0.8390507698059082,0.13046330213546753,0.9796371459960938,0.0010000000474974513
14,0.25344058871269226,0.837960958480835,0.1108153909444809,0.982330322265625,0.0010000000474974513
15,0.25062012672424316,0.8397383093833923,0.11883050203323364,0.9776840209960938,0.0010000000474974513
16,0.24757753312587738,0.8417734503746033,0.11698388308286667,0.9778976440429688,0.0010000000474974513
17,0.25315073132514954,0.8384062647819519,0.13100796937942505,0.9785537719726562,0.0010000000474974513
18,0.2519223988056183,0.8382265567779541,0.13954029977321625,0.9764022827148438,0.0010000000474974513
19,0.2459530085325241,0.8415234088897705,0.12415089458227158,0.9811782836914062,0.0010000000474974513
