,loss,accuracy,val_loss,val_accuracy,lr
0,0.2976815700531006,0.8223476409912109,0.1411358118057251,0.9856185913085938,0.0010000000474974513
1,0.27536365389823914,0.8292773365974426,0.1186869740486145,0.9881134033203125,0.0010000000474974513
2,0.2708493769168854,0.8313984274864197,0.13188999891281128,0.9821929931640625,0.0010000000474974513
3,0.2617384195327759,0.8358163833618164,0.12766899168491364,0.9802017211914062,0.0010000000474974513
4,0.26183876395225525,0.8373476266860962,0.13636624813079834,0.9769134521484375,0.0010000000474974513
5,0.26347529888153076,0.8346288800239563,0.14133693277835846,0.9756088256835938,0.0010000000474974513
6,0.2562517523765564,0.837234377861023,0.1203608512878418,0.981353759765625,0.0010000000474974513
7,0.2592863440513611,0.8368046879768372,0.09989693015813828,0.988250732421875,0.0010000000474974513
8,0.25436925888061523,0.8394179940223694,0.13801799714565277,0.976776123046875,0.0010000000474974513
9,0.2525187134742737,0.8400312662124634,0.1318501979112625,0.977081298828125,0.0010000000474974513
10,0.25743919610977173,0.8386952877044678,0.1357484608888626,0.9734268188476562,0.0010000000474974513
11,0.25421467423439026,0.8394336104393005,0.13144773244857788,0.9787826538085938,0.0010000000474974513
12,0.2534579634666443,0.8387382626533508,0.12698103487491608,0.9766845703125,0.0010000000474974513
13,0.25577712059020996,0.8373554944992065,0.136719211935997,0.976348876953125,0.0010000000474974513
14,0.25317344069480896,0.8388749957084656,0.11468673497438431,0.98150634765625,0.0010000000474974513
15,0.2534288167953491,0.8404843807220459,0.12859822809696198,0.97723388671875,0.00010000000474974513
16,0.2528693377971649,0.8410781025886536,0.1286759376525879,0.9769973754882812,0.00010000000474974513
17,0.24837292730808258,0.8429453372955322,0.12776407599449158,0.9746627807617188,0.00010000000474974513
18,0.24291585385799408,0.844656229019165,0.12205083668231964,0.9752655029296875,0.00010000000474974513
19,0.24471911787986755,0.8440195322036743,0.12511391937732697,0.9784088134765625,0.00010000000474974513
