,loss,acc,val_loss,val_acc,lr
0,0.30952406125515697,0.8250429630279541,0.1452724898699671,0.9740066528320312,0.0010000000474974513
1,0.2762195734940469,0.8365429639816284,0.12704413995379582,0.9744720458984375,0.0010000000474974513
2,0.26959718579798936,0.8398125171661377,0.12194500802797847,0.9729461669921875,0.0010000000474974513
3,0.2614119864329696,0.8436601758003235,0.12974768213462085,0.9706649780273438,0.0010000000474974513
4,0.2574551338367164,0.8462539315223694,0.12470261374983238,0.9735260009765625,0.0010000000474974513
5,0.25533802331611516,0.8463554978370667,0.12369703855438274,0.9722442626953125,0.0010000000474974513
6,0.25594491908699274,0.8471757769584656,0.14602091809501871,0.962432861328125,0.0010000000474974513
7,0.25148489318788053,0.8488163948059082,0.12698401371744694,0.973480224609375,0.0010000000474974513
8,0.24786770458519458,0.8504961133003235,0.12211564170502243,0.9693679809570312,0.0010000000474974513
9,0.25220326642692087,0.8490468859672546,0.11717144908107002,0.9763336181640625,0.0010000000474974513
10,0.24550143778696656,0.8518866896629333,0.1272501076964545,0.9677505493164062,0.0010000000474974513
11,0.24277078245207667,0.853320300579071,0.11105510018387577,0.9751663208007812,0.0010000000474974513
12,0.2372683787457645,0.8551172018051147,0.11101033896193258,0.9759979248046875,0.0010000000474974513
13,0.243959274020046,0.852832019329071,0.11508829383092234,0.9744415283203125,0.0010000000474974513
14,0.24281361550092698,0.8529062271118164,0.11878811589122051,0.97296142578125,0.0010000000474974513
15,0.24191960087791084,0.8520351648330688,0.12181446374961524,0.9731674194335938,0.0010000000474974513
16,0.23984211471676825,0.8528359532356262,0.12366575159467175,0.9699172973632812,0.0010000000474974513
17,0.24241771470382809,0.8528671860694885,0.1241658323961019,0.9723587036132812,0.0010000000474974513
18,0.2343312046378851,0.8577656149864197,0.12004335259189247,0.9716567993164062,0.00010000000474974513
19,0.23600890213623643,0.8569648265838623,0.11672648557942011,0.9737396240234375,0.00010000000474974513
