;F_cens;P_cens;R_cens;F_mfcc;P_mfcc;R_mfcc;param;kernel_size;threshold
0;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
1;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
2;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
3;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
4;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
5;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
6;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
7;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
8;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
9;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
10;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
11;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
12;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
13;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
14;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
15;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
16;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
17;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
18;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
19;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
20;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
21;0.125;0.1;0.16666666666666666;0.13333333333333333;0.1;0.2;(9, 2);40;0.0
22;0.125;0.1;0.16666666666666666;0.13333333333333333;0.1;0.2;(9, 2);40;0.05
23;0.125;0.1;0.16666666666666666;0.13333333333333333;0.1;0.2;(9, 2);40;0.1
24;0.125;0.1;0.16666666666666666;0.14285714285714288;0.1;0.25;(9, 2);40;0.15000000000000002
25;0.125;0.1;0.16666666666666666;0.14285714285714288;0.1;0.25;(9, 2);40;0.2
26;0.125;0.1;0.16666666666666666;0.15384615384615383;0.1;0.3333333333333333;(9, 2);40;0.25
27;0.13333333333333333;0.1;0.2;0.16666666666666669;0.1;0.5;(9, 2);40;0.30000000000000004
28;0.14285714285714288;0.1;0.25;0.16666666666666669;0.1;0.5;(9, 2);40;0.35000000000000003
29;0.14285714285714288;0.1;0.25;0.0;0.0;0.0;(9, 2);40;0.4
30;0.14285714285714288;0.1;0.25;0.0;0.0;0.0;(9, 2);40;0.45
31;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
32;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
33;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
34;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
35;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
36;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
37;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
38;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
39;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
40;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
41;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
42;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
43;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
44;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
45;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
46;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
47;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
48;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
49;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
50;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
51;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
52;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
53;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
54;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
55;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
56;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
57;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
58;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
59;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
60;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
61;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
62;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
63;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
64;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
65;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
66;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
67;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
68;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
69;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
70;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
71;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
72;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
73;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
74;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
75;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
76;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
77;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
78;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
79;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
80;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
81;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
82;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
83;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
84;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
85;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
86;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
87;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
88;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
89;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
90;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
91;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
92;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
93;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
94;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
95;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
96;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
97;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
98;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
99;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
100;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
101;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
102;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
103;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
104;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
105;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
106;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
107;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
108;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
109;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
110;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
111;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
112;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
113;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
114;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
115;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
116;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
117;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
118;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
119;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
120;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
121;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
122;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
123;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
124;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
125;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
126;0.0606060606060606;0.05555555555555555;0.06666666666666667;0.0625;0.05555555555555555;0.07142857142857142;(9, 2);40;0.0
127;0.0606060606060606;0.05555555555555555;0.06666666666666667;0.06451612903225808;0.05555555555555555;0.07692307692307693;(9, 2);40;0.05
128;0.0606060606060606;0.05555555555555555;0.06666666666666667;0.06666666666666667;0.05555555555555555;0.08333333333333333;(9, 2);40;0.1
129;0.06451612903225808;0.05555555555555555;0.07692307692307693;0.07142857142857142;0.05555555555555555;0.1;(9, 2);40;0.15000000000000002
130;0.07142857142857142;0.05555555555555555;0.1;0.07142857142857142;0.05555555555555555;0.1;(9, 2);40;0.2
131;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
132;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
133;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
134;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
135;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
136;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
137;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
138;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
139;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
140;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
141;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
142;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
143;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
144;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
145;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
146;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
147;0.08695652173913045;0.125;0.06666666666666667;0.1;0.125;0.08333333333333333;(9, 2);40;0.0
148;0.08695652173913045;0.125;0.06666666666666667;0.1;0.125;0.08333333333333333;(9, 2);40;0.05
149;0.09090909090909091;0.125;0.07142857142857142;0.11111111111111112;0.125;0.1;(9, 2);40;0.1
150;0.1;0.125;0.08333333333333333;0.11764705882352941;0.125;0.1111111111111111;(9, 2);40;0.15000000000000002
151;0.11111111111111112;0.125;0.1;0.125;0.125;0.125;(9, 2);40;0.2
152;0.11111111111111112;0.125;0.1;0.14285714285714288;0.125;0.16666666666666666;(9, 2);40;0.25
153;0.11764705882352941;0.125;0.1111111111111111;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
154;0.14285714285714288;0.125;0.16666666666666666;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
155;0.15384615384615385;0.125;0.2;0.0;0.0;0.0;(9, 2);40;0.4
156;0.16666666666666666;0.125;0.25;0.0;0.0;0.0;(9, 2);40;0.45
157;0.16666666666666666;0.125;0.25;0.0;0.0;0.0;(9, 2);40;0.5
158;0.2;0.125;0.5;0.0;0.0;0.0;(9, 2);40;0.55
159;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
160;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
161;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
162;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
163;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
164;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
165;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
166;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
167;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
168;0.08;0.25;0.047619047619047616;0.10526315789473685;0.25;0.06666666666666667;(9, 2);40;0.0
169;0.08;0.25;0.047619047619047616;0.10526315789473685;0.25;0.06666666666666667;(9, 2);40;0.05
170;0.08333333333333334;0.25;0.05;0.10526315789473685;0.25;0.06666666666666667;(9, 2);40;0.1
171;0.0909090909090909;0.25;0.05555555555555555;0.11111111111111112;0.25;0.07142857142857142;(9, 2);40;0.15000000000000002
172;0.13333333333333333;0.25;0.09090909090909091;0.13333333333333333;0.25;0.09090909090909091;(9, 2);40;0.2
173;0.22222222222222224;0.25;0.2;0.0;0.0;0.0;(9, 2);40;0.25
174;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
175;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
176;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
177;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
178;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
179;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
180;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
181;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
182;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
183;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
184;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
185;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
186;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
187;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
188;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
189;0.0;0.0;0.0;0.052631578947368425;0.0625;0.045454545454545456;(9, 2);40;0.0
190;0.0;0.0;0.0;0.05555555555555556;0.0625;0.05;(9, 2);40;0.05
191;0.0;0.0;0.0;0.05714285714285714;0.0625;0.05263157894736842;(9, 2);40;0.1
192;0.0;0.0;0.0;0.06060606060606061;0.0625;0.058823529411764705;(9, 2);40;0.15000000000000002
193;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
194;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
195;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
196;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
197;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
198;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
199;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
200;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
201;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
202;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
203;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
204;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
205;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
206;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
207;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
208;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
209;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
210;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
211;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
212;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
213;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
214;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
215;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
216;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
217;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
218;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
219;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
220;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
221;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
222;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
223;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
224;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
225;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
226;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
227;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
228;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
229;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
230;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
231;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
232;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
233;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
234;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
235;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
236;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
237;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
238;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
239;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
240;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
241;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
242;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
243;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
244;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
245;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
246;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
247;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
248;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
249;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
250;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
251;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
252;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
253;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
254;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
255;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
256;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
257;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
258;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
259;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
260;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
261;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
262;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
263;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
264;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
265;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
266;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
267;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
268;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
269;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
270;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
271;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
272;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
273;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
274;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
275;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
276;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
277;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
278;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
279;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
280;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
281;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
282;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
283;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
284;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
285;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
286;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
287;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
288;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
289;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
290;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
291;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
292;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
293;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
294;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
295;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
296;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
297;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
298;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
299;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
300;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
301;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
302;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
303;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
304;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
305;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
306;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
307;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
308;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
309;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
310;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
311;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
312;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
313;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
314;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
315;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
316;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
317;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
318;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.15000000000000002
319;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.2
320;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.25
321;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.30000000000000004
322;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.35000000000000003
323;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.4
324;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.45
325;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.5
326;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.55
327;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.6000000000000001
328;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.65
329;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.7000000000000001
330;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.75
331;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8
332;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.8500000000000001
333;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9
334;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.9500000000000001
335;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;1.0
336;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.0
337;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.05
338;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);40;0.1
