;F_cens;P_cens;R_cens;F_mfcc;P_mfcc;R_mfcc;param;kernel_size
38;0.0851063829787234;0.05128205128205128;0.25;0.0;0.0;0.0;(21, 5);20
39;0.05263157894736842;0.02857142857142857;0.3333333333333333;0.125;0.06896551724137931;0.6666666666666666;(9, 2);20
40;0.0;0.0;0.0;0.1;0.058823529411764705;0.3333333333333333;(9, 4);20
41;0.0;0.0;0.0;0.18181818181818182;0.125;0.3333333333333333;(21, 5);20
42;0.0;0.0;0.0;0.041666666666666664;0.02631578947368421;0.1;(9, 2);20
43;0.03225806451612903;0.019230769230769232;0.1;0.07407407407407408;0.058823529411764705;0.1;(9, 4);20
44;0.041666666666666664;0.02631578947368421;0.1;0.08;0.06666666666666667;0.1;(21, 5);20
45;0.15384615384615383;0.08571428571428572;0.75;0.125;0.07142857142857142;0.5;(9, 2);20
46;0.15384615384615385;0.09090909090909091;0.5;0.30769230769230765;0.2222222222222222;0.5;(9, 4);20
47;0.1;0.0625;0.25;0.46153846153846156;0.3333333333333333;0.75;(21, 5);20
48;0.16666666666666669;0.1;0.5;0.4;0.2857142857142857;0.6666666666666666;(9, 2);20
49;0.15384615384615383;0.1;0.3333333333333333;0.13333333333333333;0.1111111111111111;0.16666666666666666;(9, 4);20
50;0.09090909090909091;0.0625;0.16666666666666666;0.14285714285714288;0.125;0.16666666666666666;(21, 5);20
51;0.034682080924855495;0.01935483870967742;0.16666666666666666;0.07692307692307693;0.044642857142857144;0.2777777777777778;(9, 2);20
52;0.02;0.012195121951219513;0.05555555555555555;0.10416666666666667;0.0641025641025641;0.2777777777777778;(9, 4);20
53;0.02222222222222222;0.013888888888888888;0.05555555555555555;0.08450704225352113;0.05660377358490566;0.16666666666666666;(21, 5);20
54;0.08602150537634409;0.05128205128205128;0.26666666666666666;0.0625;0.04081632653061224;0.13333333333333333;(9, 2);20
55;0.07142857142857142;0.04878048780487805;0.13333333333333333;0.03333333333333333;0.022222222222222223;0.06666666666666667;(9, 4);20
56;0.2222222222222222;0.16666666666666666;0.3333333333333333;0.08888888888888888;0.06666666666666667;0.13333333333333333;(21, 5);20
57;0.12121212121212122;0.07407407407407407;0.3333333333333333;0.2;0.125;0.5;(9, 2);20
58;0.08695652173913045;0.058823529411764705;0.16666666666666666;0.26666666666666666;0.2222222222222222;0.3333333333333333;(9, 4);20
59;0.09523809523809522;0.06666666666666667;0.16666666666666666;0.11764705882352942;0.09090909090909091;0.16666666666666666;(21, 5);20
60;0.06060606060606061;0.03225806451612903;0.5;0.06451612903225806;0.034482758620689655;0.5;(9, 2);20
61;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
62;0.0;0.0;0.0;0.125;0.07142857142857142;0.5;(21, 5);20
63;0.031746031746031744;0.01818181818181818;0.125;0.08;0.047619047619047616;0.25;(9, 2);20
64;0.058823529411764705;0.038461538461538464;0.125;0.10526315789473685;0.09090909090909091;0.125;(9, 4);20
65;0.08333333333333333;0.0625;0.125;0.11764705882352941;0.1111111111111111;0.125;(21, 5);20
66;0.07017543859649122;0.03773584905660377;0.5;0.0;0.0;0.0;(9, 2);20
67;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
68;0.1;0.0625;0.25;0.0;0.0;0.0;(21, 5);20
69;0.08;0.045454545454545456;0.3333333333333333;0.13333333333333333;0.08333333333333333;0.3333333333333333;(9, 2);20
70;0.12903225806451613;0.08;0.3333333333333333;0.11764705882352942;0.09090909090909091;0.16666666666666666;(9, 4);20
71;0.09523809523809522;0.06666666666666667;0.16666666666666666;0.25;0.2;0.3333333333333333;(21, 5);20
72;0.02857142857142857;0.015625;0.16666666666666666;0.03389830508474576;0.018867924528301886;0.16666666666666666;(9, 2);20
73;0.05405405405405405;0.03225806451612903;0.16666666666666666;0.14814814814814814;0.09523809523809523;0.3333333333333333;(9, 4);20
74;0.07142857142857144;0.045454545454545456;0.16666666666666666;0.3;0.21428571428571427;0.5;(21, 5);20
75;0.1558441558441558;0.08955223880597014;0.6;0.11538461538461536;0.07142857142857142;0.3;(9, 2);20
76;0.13953488372093023;0.09090909090909091;0.3;0.07142857142857142;0.05555555555555555;0.1;(9, 4);20
77;0.16216216216216217;0.1111111111111111;0.3;0.15384615384615385;0.125;0.2;(21, 5);20
78;0.017857142857142856;0.009708737864077669;0.1111111111111111;0.10989010989010989;0.06097560975609756;0.5555555555555556;(9, 2);20
79;0.0547945205479452;0.03125;0.2222222222222222;0.14545454545454548;0.08695652173913043;0.4444444444444444;(9, 4);20
80;0.0;0.0;0.0;0.13636363636363638;0.08571428571428572;0.3333333333333333;(21, 5);20
81;0.027397260273972605;0.015384615384615385;0.125;0.09677419354838708;0.05555555555555555;0.375;(9, 2);20
82;0.10256410256410256;0.06451612903225806;0.25;0.07692307692307691;0.05555555555555555;0.125;(9, 4);20
83;0.16666666666666666;0.10714285714285714;0.375;0.07999999999999999;0.058823529411764705;0.125;(21, 5);20
84;0.06451612903225806;0.03614457831325301;0.3;0.07594936708860758;0.043478260869565216;0.3;(9, 2);20
85;0.13043478260869565;0.08333333333333333;0.3;0.0;0.0;0.0;(9, 4);20
86;0.10526315789473682;0.07142857142857142;0.2;0.15384615384615385;0.125;0.2;(21, 5);20
87;0.10869565217391303;0.06097560975609756;0.5;0.0975609756097561;0.06451612903225806;0.2;(9, 2);20
88;0.03225806451612903;0.019230769230769232;0.1;0.3;0.3;0.3;(9, 4);20
89;0.0851063829787234;0.05405405405405406;0.2;0.2105263157894737;0.2222222222222222;0.2;(21, 5);20
90;0.047619047619047616;0.025;0.5;0.0;0.0;0.0;(9, 2);20
91;0.1111111111111111;0.0625;0.5;0.0;0.0;0.0;(9, 4);20
92;0.125;0.07142857142857142;0.5;0.11764705882352941;0.06666666666666667;0.5;(21, 5);20
93;0.03076923076923077;0.017241379310344827;0.14285714285714285;0.07142857142857142;0.04081632653061224;0.2857142857142857;(9, 2);20
94;0.04761904761904761;0.02857142857142857;0.14285714285714285;0.0;0.0;0.0;(9, 4);20
95;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
96;0.05333333333333334;0.029850746268656716;0.25;0.024691358024691357;0.0136986301369863;0.125;(9, 2);20
97;0.0606060606060606;0.034482758620689655;0.25;0.04651162790697674;0.02857142857142857;0.125;(9, 4);20
98;0.07547169811320754;0.044444444444444446;0.25;0.10256410256410256;0.06451612903225806;0.25;(21, 5);20
99;0.03333333333333333;0.017391304347826087;0.4;0.0;0.0;0.0;(9, 2);20
100;0.03389830508474576;0.018518518518518517;0.2;0.0;0.0;0.0;(9, 4);20
101;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
102;0.09090909090909091;0.05128205128205128;0.4;0.18181818181818182;0.10714285714285714;0.6;(9, 2);20
103;0.13793103448275862;0.08333333333333333;0.4;0.42857142857142855;0.3333333333333333;0.6;(9, 4);20
104;0.16000000000000003;0.1;0.4;0.42857142857142855;0.3333333333333333;0.6;(21, 5);20
105;0.04;0.02127659574468085;0.3333333333333333;0.13793103448275862;0.07692307692307693;0.6666666666666666;(9, 2);20
106;0.0;0.0;0.0;0.2222222222222222;0.16666666666666666;0.3333333333333333;(9, 4);20
107;0.1;0.058823529411764705;0.3333333333333333;0.0;0.0;0.0;(21, 5);20
108;0.0;0.0;0.0;0.04444444444444445;0.025;0.2;(9, 2);20
109;0.04347826086956522;0.024390243902439025;0.2;0.1;0.06666666666666667;0.2;(9, 4);20
110;0.0;0.0;0.0;0.13333333333333333;0.1;0.2;(21, 5);20
111;0.1111111111111111;0.0625;0.5;0.25;0.16666666666666666;0.5;(9, 2);20
112;0.1818181818181818;0.1111111111111111;0.5;0.3333333333333333;0.25;0.5;(9, 4);20
113;0.10526315789473685;0.06666666666666667;0.25;0.4;0.3333333333333333;0.5;(21, 5);20
114;0.056338028169014086;0.03389830508474576;0.16666666666666666;0.20338983050847456;0.1276595744680851;0.5;(9, 2);20
115;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
116;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
117;0.0;0.0;0.0;0.049999999999999996;0.02857142857142857;0.2;(9, 2);20
118;0.08000000000000002;0.05;0.2;0.20689655172413793;0.125;0.6;(9, 4);20
119;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
120;0.08695652173913043;0.05128205128205128;0.2857142857142857;0.0975609756097561;0.058823529411764705;0.2857142857142857;(9, 2);20
121;0.08695652173913043;0.0625;0.14285714285714285;0.0;0.0;0.0;(9, 4);20
122;0.0;0.0;0.0;0.26666666666666666;0.25;0.2857142857142857;(21, 5);20
123;0.0;0.0;0.0;0.10909090909090909;0.07142857142857142;0.23076923076923078;(9, 2);20
124;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
125;0.05;0.037037037037037035;0.07692307692307693;0.0;0.0;0.0;(21, 5);20
126;0.024096385542168672;0.01282051282051282;0.2;0.06593406593406594;0.037037037037037035;0.3;(9, 2);20
127;0.021052631578947368;0.011764705882352941;0.1;0.0816326530612245;0.05128205128205128;0.2;(9, 4);20
128;0.024096385542168672;0.0136986301369863;0.1;0.16666666666666669;0.11538461538461539;0.3;(21, 5);20
129;0.034482758620689655;0.018518518518518517;0.25;0.0425531914893617;0.023255813953488372;0.25;(9, 2);20
130;0.0606060606060606;0.034482758620689655;0.25;0.08333333333333334;0.05;0.25;(9, 4);20
131;0.07692307692307693;0.045454545454545456;0.25;0.1;0.0625;0.25;(21, 5);20
132;0.0625;0.034482758620689655;0.3333333333333333;0.0;0.0;0.0;(9, 2);20
133;0.15384615384615383;0.1;0.3333333333333333;0.0;0.0;0.0;(9, 4);20
134;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
135;0.05194805194805195;0.028169014084507043;0.3333333333333333;0.08;0.045454545454545456;0.3333333333333333;(9, 2);20
136;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
137;0.12121212121212122;0.07407407407407407;0.3333333333333333;0.11764705882352942;0.09090909090909091;0.16666666666666666;(21, 5);20
138;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);20
139;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
140;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
141;0.047619047619047616;0.02564102564102564;0.3333333333333333;0.0;0.0;0.0;(9, 2);20
142;0.0;0.0;0.0;0.14285714285714288;0.09090909090909091;0.3333333333333333;(9, 4);20
143;0.0;0.0;0.0;0.3333333333333333;0.2222222222222222;0.6666666666666666;(21, 5);20
144;0.12389380530973453;0.07608695652173914;0.3333333333333333;0.13333333333333333;0.10256410256410256;0.19047619047619047;(9, 2);20
145;0.059701492537313425;0.043478260869565216;0.09523809523809523;0.17142857142857143;0.21428571428571427;0.14285714285714285;(9, 4);20
146;0.06349206349206349;0.047619047619047616;0.09523809523809523;0.06451612903225806;0.1;0.047619047619047616;(21, 5);20
147;0.0655737704918033;0.038461538461538464;0.2222222222222222;0.0;0.0;0.0;(9, 2);20
148;0.09999999999999999;0.06451612903225806;0.2222222222222222;0.11764705882352941;0.125;0.1111111111111111;(9, 4);20
149;0.2;0.14285714285714285;0.3333333333333333;0.14285714285714285;0.2;0.1111111111111111;(21, 5);20
150;0.05357142857142857;0.033707865168539325;0.13043478260869565;0.060606060606060615;0.039473684210526314;0.13043478260869565;(9, 2);20
151;0.0;0.0;0.0;0.06557377049180328;0.05263157894736842;0.08695652173913043;(9, 4);20
152;0.030303030303030304;0.023255813953488372;0.043478260869565216;0.03636363636363636;0.03125;0.043478260869565216;(21, 5);20
153;0.03773584905660377;0.022727272727272728;0.1111111111111111;0.13157894736842107;0.08620689655172414;0.2777777777777778;(9, 2);20
154;0.037037037037037035;0.027777777777777776;0.05555555555555555;0.2631578947368421;0.25;0.2777777777777778;(9, 4);20
155;0.13043478260869565;0.10714285714285714;0.16666666666666666;0.23529411764705882;0.25;0.2222222222222222;(21, 5);20
156;0.2325581395348837;0.16129032258064516;0.4166666666666667;0.27586206896551724;0.23529411764705882;0.3333333333333333;(9, 2);20
157;0.07142857142857144;0.0625;0.08333333333333333;0.3157894736842105;0.42857142857142855;0.25;(9, 4);20
158;0.0;0.0;0.0;0.2105263157894737;0.2857142857142857;0.16666666666666666;(21, 5);20
159;0.028571428571428574;0.014925373134328358;0.3333333333333333;0.04347826086956522;0.023255813953488372;0.3333333333333333;(9, 2);20
160;0.0;0.0;0.0;0.1111111111111111;0.06666666666666667;0.3333333333333333;(9, 4);20
161;0.0;0.0;0.0;0.28571428571428575;0.18181818181818182;0.6666666666666666;(21, 5);20
162;0.05555555555555555;0.03333333333333333;0.16666666666666666;0.05714285714285715;0.034482758620689655;0.16666666666666666;(9, 2);20
163;0.0;0.0;0.0;0.2;0.14285714285714285;0.3333333333333333;(9, 4);20
164;0.0;0.0;0.0;0.13333333333333333;0.1111111111111111;0.16666666666666666;(21, 5);20
165;0.0;0.0;0.0;0.4;0.5;0.3333333333333333;(9, 2);20
166;0.08;0.05263157894736842;0.16666666666666666;0.25;0.5;0.16666666666666666;(9, 4);20
167;0.0;0.0;0.0;0.4444444444444444;0.6666666666666666;0.3333333333333333;(21, 5);20
168;0.0625;0.03571428571428571;0.25;0.136986301369863;0.08196721311475409;0.4166666666666667;(9, 2);20
169;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
170;0.04878048780487805;0.034482758620689655;0.08333333333333333;0.0;0.0;0.0;(21, 5);20
171;0.07407407407407408;0.04040404040404041;0.4444444444444444;0.051948051948051945;0.029411764705882353;0.2222222222222222;(9, 2);20
172;0.07272727272727274;0.043478260869565216;0.2222222222222222;0.0;0.0;0.0;(9, 4);20
173;0.13333333333333333;0.08333333333333333;0.3333333333333333;0.0909090909090909;0.05714285714285714;0.2222222222222222;(21, 5);20
174;0.0;0.0;0.0;0.07999999999999999;0.044444444444444446;0.4;(9, 2);20
175;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
176;0.07692307692307693;0.047619047619047616;0.2;0.0;0.0;0.0;(21, 5);20
177;0.13793103448275865;0.08;0.5;0.15384615384615383;0.0967741935483871;0.375;(9, 2);20
178;0.18181818181818182;0.12;0.375;0.3;0.25;0.375;(9, 4);20
179;0.0;0.0;0.0;0.23529411764705882;0.2222222222222222;0.25;(21, 5);20
180;0.08219178082191782;0.044444444444444446;0.5454545454545454;0.0625;0.03773584905660377;0.18181818181818182;(9, 2);20
181;0.0547945205479452;0.03225806451612903;0.18181818181818182;0.0;0.0;0.0;(9, 4);20
182;0.14814814814814814;0.09302325581395349;0.36363636363636365;0.0;0.0;0.0;(21, 5);20
183;0.09523809523809522;0.05714285714285714;0.2857142857142857;0.2777777777777778;0.1724137931034483;0.7142857142857143;(9, 2);20
184;0.09523809523809523;0.07142857142857142;0.14285714285714285;0.2;0.15384615384615385;0.2857142857142857;(9, 4);20
185;0.11764705882352941;0.1;0.14285714285714285;0.26666666666666666;0.25;0.2857142857142857;(21, 5);20
186;0.0;0.0;0.0;0.08888888888888888;0.05555555555555555;0.2222222222222222;(9, 2);20
187;0.0;0.0;0.0;0.08333333333333334;0.06666666666666667;0.1111111111111111;(9, 4);20
188;0.0;0.0;0.0;0.09999999999999999;0.09090909090909091;0.1111111111111111;(21, 5);20
189;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);20
190;0.09523809523809523;0.0625;0.2;0.0;0.0;0.0;(9, 4);20
191;0.2857142857142857;0.2222222222222222;0.4;0.5;0.42857142857142855;0.6;(21, 5);20
192;0.0;0.0;0.0;0.0;0.0;0.0;(9, 2);20
193;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
194;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
195;0.05128205128205129;0.02702702702702703;0.5;0.0;0.0;0.0;(9, 2);20
196;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
197;0.13333333333333336;0.07692307692307693;0.5;0.3333333333333333;0.25;0.5;(21, 5);20
198;0.12765957446808512;0.08108108108108109;0.3;0.2608695652173913;0.23076923076923078;0.3;(9, 2);20
199;0.18181818181818182;0.13043478260869565;0.3;0.37499999999999994;0.5;0.3;(9, 4);20
200;0.07692307692307693;0.0625;0.1;0.37499999999999994;0.5;0.3;(21, 5);20
201;0.0;0.0;0.0;0.15384615384615383;0.09375;0.42857142857142855;(9, 2);20
202;0.05714285714285715;0.03571428571428571;0.14285714285714285;0.2857142857142857;0.2857142857142857;0.2857142857142857;(9, 4);20
203;0.06451612903225806;0.041666666666666664;0.14285714285714285;0.2;0.3333333333333333;0.14285714285714285;(21, 5);20
204;0.04444444444444444;0.024390243902439025;0.25;0.10810810810810813;0.06060606060606061;0.5;(9, 2);20
205;0.0;0.0;0.0;0.08695652173913043;0.05263157894736842;0.25;(9, 4);20
206;0.0;0.0;0.0;0.10526315789473685;0.06666666666666667;0.25;(21, 5);20
207;0.09195402298850575;0.05;0.5714285714285714;0.12820512820512822;0.07042253521126761;0.7142857142857143;(9, 2);20
208;0.0;0.0;0.0;0.12903225806451613;0.08333333333333333;0.2857142857142857;(9, 4);20
209;0.0;0.0;0.0;0.24;0.16666666666666666;0.42857142857142855;(21, 5);20
210;0.09523809523809523;0.05128205128205128;0.6666666666666666;0.1509433962264151;0.0851063829787234;0.6666666666666666;(9, 2);20
211;0.1276595744680851;0.07317073170731707;0.5;0.10256410256410256;0.06060606060606061;0.3333333333333333;(9, 4);20
212;0.0;0.0;0.0;0.0625;0.038461538461538464;0.16666666666666666;(21, 5);20
213;0.03125;0.01694915254237288;0.2;0.1481481481481481;0.08163265306122448;0.8;(9, 2);20
214;0.0;0.0;0.0;0.13793103448275862;0.08333333333333333;0.4;(9, 4);20
215;0.07407407407407407;0.045454545454545456;0.2;0.23076923076923073;0.14285714285714285;0.6;(21, 5);20
216;0.015873015873015872;0.008403361344537815;0.14285714285714285;0.04938271604938272;0.02702702702702703;0.2857142857142857;(9, 2);20
217;0.0;0.0;0.0;0.03571428571428571;0.02040816326530612;0.14285714285714285;(9, 4);20
218;0.037037037037037035;0.02127659574468085;0.14285714285714285;0.05405405405405406;0.03333333333333333;0.14285714285714285;(21, 5);20
219;0.06896551724137932;0.04040404040404041;0.23529411764705882;0.12765957446808512;0.1;0.17647058823529413;(9, 2);20
220;0.13333333333333333;0.09302325581395349;0.23529411764705882;0.058823529411764705;0.058823529411764705;0.058823529411764705;(9, 4);20
221;0.03703703703703704;0.02702702702702703;0.058823529411764705;0.07407407407407408;0.1;0.058823529411764705;(21, 5);20
222;0.0;0.0;0.0;0.05;0.02702702702702703;0.3333333333333333;(9, 2);20
223;0.0;0.0;0.0;0.07692307692307691;0.043478260869565216;0.3333333333333333;(9, 4);20
224;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
225;0.047058823529411764;0.0273972602739726;0.16666666666666666;0.0625;0.038461538461538464;0.16666666666666666;(9, 2);20
226;0.04444444444444444;0.030303030303030304;0.08333333333333333;0.10256410256410256;0.07407407407407407;0.16666666666666666;(9, 4);20
227;0.057142857142857134;0.043478260869565216;0.08333333333333333;0.125;0.1;0.16666666666666666;(21, 5);20
228;0.06349206349206349;0.03636363636363636;0.25;0.21276595744680848;0.1282051282051282;0.625;(9, 2);20
229;0.0;0.0;0.0;0.26666666666666666;0.18181818181818182;0.5;(9, 4);20
230;0.0;0.0;0.0;0.22222222222222224;0.2;0.25;(21, 5);20
231;0.014814814814814815;0.008695652173913044;0.05;0.029411764705882353;0.020833333333333332;0.05;(9, 2);20
232;0.024390243902439025;0.016129032258064516;0.05;0.0;0.0;0.0;(9, 4);20
233;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
234;0.031746031746031744;0.017857142857142856;0.14285714285714285;0.09523809523809522;0.05714285714285714;0.2857142857142857;(9, 2);20
235;0.06451612903225806;0.041666666666666664;0.14285714285714285;0.26666666666666666;0.25;0.2857142857142857;(9, 4);20
236;0.15384615384615385;0.10526315789473684;0.2857142857142857;0.4;0.6666666666666666;0.2857142857142857;(21, 5);20
237;0.17500000000000004;0.1076923076923077;0.4666666666666667;0.03125;0.02040816326530612;0.06666666666666667;(9, 2);20
238;0.12765957446808512;0.09375;0.2;0.0606060606060606;0.05555555555555555;0.06666666666666667;(9, 4);20
239;0.05714285714285715;0.05;0.06666666666666667;0.0606060606060606;0.05555555555555555;0.06666666666666667;(21, 5);20
240;0.0847457627118644;0.052083333333333336;0.22727272727272727;0.13793103448275862;0.09230769230769231;0.2727272727272727;(9, 2);20
241;0.05405405405405406;0.038461538461538464;0.09090909090909091;0.1509433962264151;0.12903225806451613;0.18181818181818182;(9, 4);20
242;0.09677419354838708;0.075;0.13636363636363635;0.13636363636363635;0.13636363636363635;0.13636363636363635;(21, 5);20
243;0.07058823529411765;0.04054054054054054;0.2727272727272727;0.0923076923076923;0.05555555555555555;0.2727272727272727;(9, 2);20
244;0.04444444444444444;0.029411764705882353;0.09090909090909091;0.19999999999999998;0.15789473684210525;0.2727272727272727;(9, 4);20
245;0.04166666666666667;0.02702702702702703;0.09090909090909091;0.23076923076923075;0.2;0.2727272727272727;(21, 5);20
246;0.044444444444444446;0.02631578947368421;0.14285714285714285;0.26666666666666666;0.25;0.2857142857142857;(9, 2);20
247;0.0625;0.04;0.14285714285714285;0.26086956521739124;0.1875;0.42857142857142855;(9, 4);20
248;0.0;0.0;0.0;0.25;0.2222222222222222;0.2857142857142857;(21, 5);20
249;0.0;0.0;0.0;0.18181818181818182;0.10714285714285714;0.6;(9, 2);20
250;0.05405405405405406;0.03125;0.2;0.2857142857142857;0.1875;0.6;(9, 4);20
251;0.12121212121212122;0.07142857142857142;0.4;0.14285714285714285;0.1111111111111111;0.2;(21, 5);20
252;0.05;0.02702702702702703;0.3333333333333333;0.0588235294117647;0.03225806451612903;0.3333333333333333;(9, 2);20
253;0.07142857142857142;0.04;0.3333333333333333;0.25;0.15384615384615385;0.6666666666666666;(9, 4);20
254;0.0;0.0;0.0;0.16666666666666666;0.1111111111111111;0.3333333333333333;(21, 5);20
255;0.20512820512820512;0.12121212121212122;0.6666666666666666;0.16666666666666666;0.1111111111111111;0.3333333333333333;(9, 2);20
256;0.2222222222222222;0.16666666666666666;0.3333333333333333;0.14285714285714288;0.125;0.16666666666666666;(9, 4);20
257;0.28571428571428575;0.25;0.3333333333333333;0.4;0.5;0.3333333333333333;(21, 5);20
258;0.09803921568627451;0.054945054945054944;0.45454545454545453;0.08791208791208792;0.05;0.36363636363636365;(9, 2);20
259;0.04081632653061224;0.02631578947368421;0.09090909090909091;0.0;0.0;0.0;(9, 4);20
260;0.08695652173913043;0.05714285714285714;0.18181818181818182;0.21052631578947367;0.14814814814814814;0.36363636363636365;(21, 5);20
261;0.058823529411764705;0.03333333333333333;0.25;0.11764705882352941;0.07692307692307693;0.25;(9, 2);20
262;0.07692307692307693;0.045454545454545456;0.25;0.10526315789473685;0.06666666666666667;0.25;(9, 4);20
263;0.0;0.0;0.0;0.15384615384615383;0.1111111111111111;0.25;(21, 5);20
264;0.0;0.0;0.0;0.0625;0.034482758620689655;0.3333333333333333;(9, 2);20
265;0.0;0.0;0.0;0.0;0.0;0.0;(9, 4);20
266;0.0;0.0;0.0;0.0;0.0;0.0;(21, 5);20
267;0.025316455696202528;0.014285714285714285;0.1111111111111111;0.1515151515151515;0.08771929824561403;0.5555555555555556;(9, 2);20
268;0.07407407407407407;0.044444444444444446;0.2222222222222222;0.0816326530612245;0.05;0.2222222222222222;(9, 4);20
269;0.04878048780487805;0.03125;0.1111111111111111;0.13333333333333333;0.09523809523809523;0.2222222222222222;(21, 5);20
270;0.09999999999999999;0.05714285714285714;0.4;0.25;0.15789473684210525;0.6;(9, 2);20
271;0.2222222222222222;0.15384615384615385;0.4;0.35294117647058826;0.25;0.6;(9, 4);20
