,loss,acc,val_loss,val_acc,lr
0,0.3187740375250578,0.8257304430007935,0.22031593190331478,0.9569168090820312,0.0010000000474974513
1,0.3033898081108928,0.8283671736717224,0.21302064771589357,0.9585037231445312,0.0010000000474974513
2,0.2955699722841382,0.8301835656166077,0.18853851524181664,0.9600906372070312,0.0010000000474974513
3,0.29003375628590583,0.8325663805007935,0.19115880015306175,0.9561843872070312,0.0010000000474974513
4,0.2904617647156119,0.8314843773841858,0.20049810736236395,0.9482269287109375,0.0010000000474974513
5,0.28227180904150007,0.836539089679718,0.20358539354492677,0.959228515625,0.0010000000474974513
6,0.2794133874624968,0.837527334690094,0.19105080880399328,0.9534149169921875,0.0010000000474974513
7,0.2693470259308815,0.842160165309906,0.21028251973621082,0.949066162109375,0.0010000000474974513
8,0.28081818094849587,0.8351757526397705,0.19678493971878197,0.94915771484375,0.0010000000474974513
9,0.2725982139259577,0.8409257531166077,0.19130947095982265,0.9568634033203125,0.0010000000474974513
10,0.27486601667851207,0.8390195369720459,0.18017658824828686,0.9592666625976562,0.0010000000474974513
11,0.269324581541121,0.8412187695503235,0.17558113972336287,0.9592819213867188,0.0010000000474974513
12,0.2736843957901001,0.8409922122955322,0.21148333319433732,0.945831298828125,0.0010000000474974513
13,0.2686480409577489,0.8419452905654907,0.19319995555269998,0.9492263793945312,0.00010000000474974513
14,0.26715224258601666,0.8435390591621399,0.19111555537529057,0.9521713256835938,0.00010000000474974513
15,0.26580965239554644,0.8429062366485596,0.19836846649559448,0.9494857788085938,0.00010000000474974513
16,0.2624063180088997,0.8458242416381836,0.2105977129904204,0.9434585571289062,0.00010000000474974513
17,0.2641423593424261,0.8445898294448853,0.20078998215467436,0.94769287109375,0.00010000000474974513
18,0.2600128233730793,0.8468164205551147,0.22390529581025476,0.9373626708984375,0.00010000000474974513
19,0.2586549805700779,0.8472031354904175,0.21780283685802715,0.9418869018554688,0.00010000000474974513
