,loss,acc,val_loss,val_acc,lr
0,0.3314793972745538,0.8194218873977661,0.20462468001642264,0.9618301391601562,0.0010000000474974513
1,0.3058832109048963,0.8274765610694885,0.18735457272123313,0.9618148803710938,0.0010000000474974513
2,0.30404889956861736,0.8265663981437683,0.20069989992771298,0.9520187377929688,0.0010000000474974513
3,0.291553846731782,0.831960916519165,0.18884390221501235,0.957305908203125,0.0010000000474974513
4,0.28288047594577076,0.837039053440094,0.1762199297954794,0.9622726440429688,0.0010000000474974513
5,0.2879896290153265,0.833566427230835,0.17229393982415786,0.9564208984375,0.0010000000474974513
6,0.28295772217959164,0.8365312218666077,0.18346350679348689,0.9582366943359375,0.0010000000474974513
7,0.28419208160042764,0.8361523151397705,0.17920819856226444,0.9612350463867188,0.0010000000474974513
8,0.27738776958733796,0.8393515348434448,0.17415025279478868,0.9603118896484375,0.0010000000474974513
9,0.27707223111391066,0.8389257788658142,0.21600346948980587,0.9482192993164062,0.0010000000474974513
10,0.27601593144237996,0.8391406536102295,0.21052860966301523,0.949371337890625,0.0010000000474974513
11,0.2724739577099681,0.8405547142028809,0.19952714043756714,0.9492874145507812,0.0010000000474974513
12,0.2727830217257142,0.8403632640838623,0.21207482879981399,0.9476470947265625,0.0010000000474974513
13,0.26921082497388127,0.8433515429496765,0.18993617888190784,0.9542007446289062,0.0010000000474974513
14,0.2672360206693411,0.842968761920929,0.2014138677768642,0.94317626953125,0.0010000000474974513
15,0.27584784136712553,0.8394570350646973,0.2029197638767073,0.9451828002929688,0.0010000000474974513
16,0.2691472800374031,0.8425273299217224,0.22218465940386523,0.9399795532226562,0.0010000000474974513
17,0.2675320726558566,0.8422499895095825,0.19195015822333517,0.9509811401367188,0.0010000000474974513
18,0.2702699937969446,0.841140627861023,0.20344562183890957,0.9441299438476562,0.0010000000474974513
19,0.2624302232116461,0.8462031483650208,0.2279101054155035,0.94140625,0.0010000000474974513
